vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	similarities	optouts	amt_responses
2369762	2027350	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2369762_2027350_singleton_obj.png	[]	[(0.3724028, 'dock')]	{'#occlusion': 1, '#bbox': 1}	{'pier': 4, 'dock': 2}
1159541	1594851	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//1159541_1594851_singleton_obj.png	['drawers']	[(0.1685594, 'file'), (0.32200828, 'file drawer'), (0.34240252, 'drawer'), (0.3576671, 'drawers'), (0.7643818, 'file cabinet')]	{}	{'cabinet': 3, 'drawers': 1, 'file cabinet': 1, 'drawer': 1, 'file drawer': 1, 'file': 1}
2352385	854428	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2352385_854428_supercat_unique.png	[]	[(0.30211076, 'counter'), (0.35965613, 'shelf'), (0.4045672, 'desk')]	{'#occlusion': 2}	{'shelf': 2, 'desk': 2, 'counter': 1, 'table': 1}
2405954	371202	dish.n.02	soup	food, nutrient	http://object-naming-amore.upf.edu//2405954_371202_supercat_unique.png	['sausage noodles and egg', 'noodles']	[(0.38451502, 'bowl'), (0.43976444, 'rice'), (0.4518144, 'food')]	{'#occlusion': 1}	{'soup': 3, 'bowl': 1, 'rice': 1, 'sausage noodles and egg': 1, 'food': 1}
713107	1579177	woman.n.01	girl	person	http://object-naming-amore.upf.edu//713107_1579177_seed_ambiguous.png	[]	[(0.22301796, 'hair'), (0.52391165, 'kid')]	{'#bbox': 1}	{'girl': 5, 'kid': 1, 'hair': 1}
2382744	695884	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2382744_695884_singleton_obj.png	[]	[(0.27748534, 'living room'), (0.37718326, 'floor')]	{'#bbox': 2, '#occlusion': 1}	{'carpet': 3, 'living room': 1, 'floor': 1}
2387935	676435	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2387935_676435_supercat_unique.png	[]	[(0.21988177, 'arm'), (0.24072722, 'man')]	{'#bbox': 1}	{'shirt': 5, 'man': 1, 'arm': 1}
2361101	784077	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2361101_784077_singleton_obj.png	[]	[(0.37718326, 'floor')]	{'#occlusion': 1}	{'carpet': 6, 'floor': 2}
2391676	1238584	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2391676_1238584_singleton_obj.png	[]	[]	{'#occlusion': 1}	{'table': 7, 'table, cafe table': 1}
2364299	1965363	car.n.01	suv	vehicle	http://object-naming-amore.upf.edu//2364299_1965363_supercat_unique.png	[]	[(0.4118416, 'automobile'), (0.5245202, 'truck'), (0.60543627, 'car')]	{'#occlusion': 1}	{'car': 4, 'automobile': 2, 'suv': 1, 'truck': 1}
2395692	451823	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2395692_451823_singleton_obj.png	[]	[(0.08497822, 'taxidermy')]	{'#bbox': 4, '#occlusion': 2}	{'bed': 2, 'taxidermy': 1}
2403397	353522	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2403397_353522_supercat_unique.png	[]	[(0.04258177, 'tie'), (0.12426484, 'shirt'), (0.4378754, 'building')]	{'#occlusion': 1}	{'building': 3, 'shirt': 2, 'house': 1, 'tie': 1}
2403273	1126384	headdress.n.01	hood	article of clothing	http://object-naming-amore.upf.edu//2403273_1126384_supercat_unique.png	[]	[(0.1323748, 'fan'), (0.20280224, 'ventilator'), (0.27888477, 'vent'), (0.35242784, 'kitchen vent'), (0.40770763, 'kitchen exhaust')]	{'#occlusion': 2}	{'ventilator': 1, 'range hood': 1, 'kitchen vent': 1, 'kitchen exhaust': 1, 'vent': 1, 'fan': 1}
2360121	3535335	ungulate.n.01	bull	animal	http://object-naming-amore.upf.edu//2360121_3535335_singleton_obj.png	[]	[(0.32138774, 'animal'), (0.41277972, 'horse')]	{'#occlusion': 1}	{'cow': 4, 'horse': 2, 'animal': 1}
2330762	3372577	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2330762_3372577_supercat_unique.png	[]	[(0.617921, 'loveseat')]	{'#bbox': 1, '#occlusion': 1}	{'couch': 5, 'loveseat': 1}
2402626	388037	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2402626_388037_supercat_unique.png	[]	[(0.18888128, 'sofa')]	{'#occlusion': 2, "#other_super dark, but i think it's pizza": 1}	{'pizza': 4, 'sofa': 1}
2397915	429715	hotel.n.01	hotel	structure, construction	http://object-naming-amore.upf.edu//2397915_429715_singleton_obj.png	['buildings']	[(0.27677545, 'buildings')]	{'#bbox': 2}	{'building': 6, 'buildings': 1}
2413477	172824	furnishing.n.02	furniture	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2413477_172824_seed_ambiguous.png	[]	[(0.07978404, 'counter'), (0.19831792, 'table'), (0.26110566, 'desk')]	{'#occlusion': 2, '#bbox': 1}	{'desk': 3, 'counter': 1, 'chair': 1, 'table': 1}
2318932	3248502	foodstuff.n.02	sauce	food, nutrient	http://object-naming-amore.upf.edu//2318932_3248502_supercat_ambiguous.png	[]	[(0.27216607, 'slice'), (0.36959893, 'pizza')]	{'#bbox': 1}	{'pizza': 6, 'slice': 1, 'pizza slice': 1}
2363057	3747343	overgarment.n.01	coat	article of clothing	http://object-naming-amore.upf.edu//2363057_3747343_seed_ambiguous.png	[]	[(0.12340468, 'man')]	{'#bbox': 1}	{'jacket': 7, 'man': 1}
2372754	590465	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2372754_590465_supercat_unique.png	[]	[(0.23574631, 'person'), (0.24073552, 'man'), (0.25782967, 'hot dog')]	{"#other_box is general, it's not focused on one thing.": 1, '#bbox': 1}	{'woman': 3, 'person': 2, 'man': 1, 'hot dog': 1}
2337864	2769593	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2337864_2769593_seed_ambiguous.png	[]	[(0.14348543, 'sweater'), (0.1579062, 'man')]	{'#bbox': 1}	{'curtain': 6, 'sweater': 1, 'man': 1}
2337243	958577	furnishing.n.02	dresser	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2337243_958577_seed_ambiguous.png	['drawers']	[(0.5826721, 'drawer'), (0.6076067, 'drawers')]	{}	{'dresser': 4, 'drawers': 3, 'drawer': 1}
2412432	3804610	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2412432_3804610_supercat_unique.png	[]	[(0.62270427, 'sweater'), (0.65355, 'hoodie'), (0.7000011, 'sweatshirt')]	{'#occlusion': 1, '#bbox': 1}	{'sweater': 3, 'hoodie': 1, 'jacket': 1, 'sweatshirt': 1}
2344956	2667188	housing.n.01	condominium	structure, construction	http://object-naming-amore.upf.edu//2344956_2667188_supercat_unique.png	['shorts']	[(0.0555574, 'boy'), (0.058843505, 'shorts'), (0.14557074, 'skateboard')]	{}	{'house': 5, 'boy': 1, 'skateboard': 1, 'shorts': 1}
2318242	1012783	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2318242_1012783_singleton_obj.png	[]	[(0.21528184, 'cat'), (0.4941666, 'tire')]	{'#bbox': 2}	{'car': 3, 'cat': 2, 'tire': 1}
2411516	2868693	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2411516_2868693_seed_ambiguous.png	[]	[(0.14457732, 'bike'), (0.22595668, 'bicyclist'), (0.2898968, 'couple')]	{'#bbox': 3}	{'bicyclist': 2, 'girl': 1, 'bike': 1, 'couple': 1}
2366660	2294179	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2366660_2294179_supercat_unique.png	[]	[(0.24681698, 'dog')]	{'#bbox': 4}	{'cat': 3, 'dog': 1}
2386295	682709	crockery.n.01	dish	tableware	http://object-naming-amore.upf.edu//2386295_682709_supercat_unique.png	[]	[(0.24137503, 'fruit'), (0.31559932, 'bowl')]	{'#bbox': 1}	{'plate': 5, 'fruit': 1, 'bowl': 1}
2365968	631171	dish.n.02	omelette	food, nutrient	http://object-naming-amore.upf.edu//2365968_631171_singleton_obj.png	['eggs']	[(0.2511971, 'bowl'), (0.38114566, 'eggs'), (0.43878326, 'breakfast'), (0.6604396, 'omlette')]	{'#occlusion': 1}	{'omelette': 2, 'omlette': 2, 'breakfast': 1, 'bowl': 1, 'eggs': 1}
2356921	2500667	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2356921_2500667_seed_ambiguous.png	[]	[(0.2217252, 'interior'), (0.32134855, 'gas station'), (0.39060053, 'house'), (0.5838368, 'automobile')]	{'#bbox': 2}	{'gas station': 2, 'house': 1, 'truck': 1, 'automobile': 1, 'interior': 1}
2410973	318189	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2410973_318189_singleton_obj.png	[]	[(0.0903292, 'vanity'), (0.18434963, 'sink')]	{'#bbox': 1, '#occlusion': 1}	{'sink': 3, 'counter': 1, 'vanity': 1, 'brick counter and back splash': 1}
2416569	3320714	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2416569_3320714_singleton_obj.png	[]	[]	{'#bbox': 3}	{'bridge': 5}
2385963	1290992	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2385963_1290992_supercat_unique.png	[]	[(0.36176896, 'tabletop')]	{'#bbox': 1}	{'table': 6, 'tabletop': 1}
2356230	2334430	man.n.01	man	person	http://object-naming-amore.upf.edu//2356230_2334430_singleton_obj.png	[]	[(0.04127549, 'chair'), (0.09933819, 'seat')]	{'#occlusion': 1, '#bbox': 1}	{'person': 4, 'seat': 1, 'chair': 1}
2399829	413426	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2399829_413426_singleton_obj.png	[]	[(0.11862305, 'cup')]	{'#bbox': 4, '#occlusion': 2}	{'cup': 1, 'chair': 1}
2342216	2325506	aircraft.n.01	plane	vehicle	http://object-naming-amore.upf.edu//2342216_2325506_singleton_obj.png	['pants']	[(0.121575646, 'sidewalk')]	{'#bbox': 5, '#occlusion': 1}	{'pants': 2, 'sidewalk': 1}
2393069	3824865	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2393069_3824865_seed_ambiguous.png	[]	[(0.14873518, 'counter')]	{'#occlusion': 1}	{'cabinet': 5, 'counter': 3}
2399866	413193	beverage.n.01	milk	food, nutrient	http://object-naming-amore.upf.edu//2399866_413193_supercat_unique.png	[]	[(0.21067375, 'bowl')]	{'#occlusion': 1}	{'cereal': 7, 'bowl': 1}
2372030	2607015	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2372030_2607015_seed_ambiguous.png	[]	[(0.7016158, 'bike')]	{'#bbox': 2}	{'motorcycle': 6, 'bike': 1}
2351098	863183	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2351098_863183_supercat_unique.png	[]	[(0.5838368, 'automobile')]	{'#occlusion': 2}	{'car': 6, 'automobile': 1}
2338595	1044612	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2338595_1044612_singleton_obj.png	[]	[(0.4378754, 'building')]	{'#bbox': 2, '#occlusion': 1}	{'house': 4, 'building': 2}
2396197	1199743	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2396197_1199743_seed_ambiguous.png	[]	[]	{'#bbox': 3}	{'cow': 6}
2320294	994441	furnishing.n.02	rug	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2320294_994441_singleton_obj.png	[]	[(0.7332804, 'carpet')]	{'#occlusion': 1}	{'rug': 7, 'carpet': 1}
2322509	3297249	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2322509_3297249_singleton_obj.png	[]	[]	{'#occlusion': 1}	{'pizza': 8}
2379750	1725154	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379750_1725154_singleton_obj.png	[]	[(0.79310185, 'dining table')]	{'#bbox': 1}	{'table': 7, 'dining table': 1}
2368580	617163	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2368580_617163_seed_ambiguous.png	[]	[(0.06123, 'foot')]	{'#bbox': 1}	{'chair': 6, 'chair, shoe': 1, 'foot': 1}
713087	1578885	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//713087_1578885_supercat_unique.png	[]	[(0.14364722, 'man')]	{'#bbox': 1}	{'boat': 7, 'man': 1}
2357711	2040130	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2357711_2040130_singleton_obj.png	[]	[]	{'#other_multiple objects': 1}	{'zebra': 7}
2404037	1119361	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2404037_1119361_seed_ambiguous.png	[]	[(0.37718326, 'floor')]	{'#occlusion': 1}	{'floor': 4, 'carpet': 3}
2347130	2596714	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2347130_2596714_singleton_obj.png	[]	[(0.19737509, 'man')]	{'#bbox': 1}	{'motorcycle': 6, 'man': 1}
2364096	2609230	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2364096_2609230_seed_ambiguous.png	[]	[]	{'#bbox': 2}	{'giraffe': 6}
713211	3700211	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//713211_3700211_singleton_obj.png	['display deli', 'deli case']	[(0.063086554, 'showcase'), (0.16888529, 'display'), (0.17800583, 'bakery case'), (0.22707754, 'concession stand'), (0.2477823, 'deli case')]	{'#occlusion': 1}	{'counter': 2, 'bakery case': 1, 'display': 1, 'deli case': 1, 'concession stand': 1, 'showcase': 1}
2335075	963831	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2335075_963831_supercat_unique.png	[]	[(0.061923567, 'book')]	{'#bbox': 6}	{'man': 1, 'book': 1}
713012	3699581	woman.n.01	woman	person	http://object-naming-amore.upf.edu//713012_3699581_singleton_obj.png	[]	[]	{'#bbox': 1}	{'woman': 7}
1159353	1592131	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//1159353_1592131_singleton_obj.png	[]	[(0.4045672, 'desk')]	{'#occlusion': 1}	{'table': 5, 'desk': 2}
2334875	3926032	vessel.n.03	dish	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2334875_3926032_singleton_obj.png	[]	[(0.31559932, 'bowl'), (0.41001686, 'dinner'), (0.9096946, 'casserole dish')]	{'#occlusion': 1}	{'casserole dish': 2, 'bowl': 2, 'dish': 2, 'dinner': 1}
2370244	2303277	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2370244_2303277_seed_ambiguous.png	[]	[]	{'#bbox': 1}	{'bed': 7}
2377856	2065454	lamp.n.01	lamp	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2377856_2065454_singleton_obj.png	[]	[(0.33695915, 'light'), (0.3873222, 'tree'), (0.4305791, 'light pole'), (0.4734856, 'streetlight'), (0.5335096, 'streetlamp')]	{'#occlusion': 1, '#bbox': 1}	{'streetlight': 1, 'street lamp': 1, 'light': 1, 'light pole': 1, 'tree': 1, 'streetlamp': 1}
2377542	565010	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2377542_565010_singleton_obj.png	[]	[(0.1647579, 'woman'), (0.36643338, 'necklace')]	{'#bbox': 1}	{'shirt': 5, 'woman': 1, 'necklace': 1}
2390031	500854	kitchen_utensil.n.01	blender	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2390031_500854_supercat_unique.png	[]	[(0.26484972, 'mug'), (0.2819317, 'glass'), (0.35117763, 'cup'), (0.7422258, 'blender pitcher')]	{'#occlusion': 1}	{'blender': 2, 'glass': 2, 'blender pitcher': 1, 'mug': 1, 'cup': 1}
2379270	1359045	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2379270_1359045_singleton_obj.png	[]	[(0.5838368, 'automobile'), (0.673579, 'truck')]	{'#bbox': 1}	{'car': 5, 'automobile': 1, 'truck': 1}
2340541	2686534	vegetable.n.01	vegetable	food, nutrient	http://object-naming-amore.upf.edu//2340541_2686534_singleton_obj.png	['vegetables', 'carrots']	[(0.45163208, 'carrots'), (0.5129111, 'radish'), (0.5443618, 'celery'), (0.74479866, 'vegetables')]	{'#bbox': 2, '#other_not sure what food this is': 1}	{'vegetables': 1, 'carrots': 1, 'celery': 1, 'radish': 1, 'vegetable': 1}
2404102	1118849	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2404102_1118849_supercat_unique.png	[]	[(0.12269588, 'book'), (0.15355843, 'man')]	{'#occlusion': 1}	{'couch': 4, 'book': 2, 'man': 1}
2387576	1274787	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2387576_1274787_singleton_obj.png	['stairs']	[(0.12098624, 'troller'), (0.20345989, 'stairs'), (0.4454419, 'streetcar'), (0.57509315, 'tram')]	{'#occlusion': 1}	{'train': 3, 'stairs': 1, 'streetcar': 1, 'tram': 1, 'troller': 1}
2368949	614935	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2368949_614935_singleton_obj.png	[]	[]	{'#bbox': 1}	{'zebra': 8}
2360359	3761742	furnishing.n.02	booth	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2360359_3761742_seed_ambiguous.png	[]	[(0.09451571, 'clock'), (0.19130453, 'clock wall')]	{'#bbox': 2, '#occlusion': 1}	{'wall': 3, 'clock': 2, 'clock wall': 1}
2384096	3847266	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2384096_3847266_singleton_obj.png	[]	[(0.123317875, 'frisbee'), (0.3894532, 'person'), (0.7494641, 'woman'), (0.8543272, 'boy')]	{'#bbox': 1}	{'person': 3, 'boy': 2, 'woman': 1, 'frisbee': 1, 'girl': 1}
2408514	649803	dish.n.02	salad	food, nutrient	http://object-naming-amore.upf.edu//2408514_649803_singleton_obj.png	['vegetables']	[(0.560074, 'vegetables'), (0.6689559, 'broccoli')]	{'#bbox': 3}	{'salad': 3, 'vegetables': 2, 'broccoli': 1}
2352230	3584537	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2352230_3584537_supercat_unique.png	[]	[(0.052290253, 'boy'), (0.2677399, 'counter')]	{'#bbox': 1}	{'table': 5, 'counter': 2, 'boy': 1}
3507	3710018	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//3507_3710018_seed_ambiguous.png	[]	[(0.30211076, 'table')]	{'#occlusion': 1}	{'table': 6, 'counter': 1}
2360636	2566633	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2360636_2566633_singleton_obj.png	['clothes']	[(0.2309672, 'woman'), (0.5101625, 'lingerie'), (0.5877775, 'clothes')]	{}	{'dress': 5, 'lingerie': 1, 'woman': 1, 'clothes': 1}
2349202	1977920	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2349202_1977920_singleton_obj.png	['pizza slices']	[(0.8177798, 'pizza slices')]	{}	{'pizza': 7, 'pizza slices': 1}
2395335	1206144	boat.n.01	ferry	vehicle	http://object-naming-amore.upf.edu//2395335_1206144_singleton_obj.png	[]	[(0.45748335, 'riverboat'), (0.60052973, 'boat')]	{'#occlusion': 1}	{'boat': 4, 'ferry': 2, 'riverboat': 1}
43	1061695	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//43_1061695_seed_ambiguous.png	[]	[(0.24848098, 'countertop'), (0.30211076, 'table')]	{'#bbox': 1}	{'counter': 5, 'table': 1, 'countertop': 1}
2409643	237266	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2409643_237266_singleton_obj.png	[]	[(0.18694293, 'jacket')]	{'#bbox': 4}	{'woman': 3, 'jacket': 1}
2413149	179282	tool.n.01	shovel	tool	http://object-naming-amore.upf.edu//2413149_179282_supercat_unique.png	[]	[(0.0495038, 'board')]	{'#occlusion': 3}	{'snowboard': 4, 'board': 1}
2338181	3184353	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2338181_3184353_singleton_obj.png	[]	[(0.17383462, 'door'), (0.18488848, 'shower')]	{'#bbox': 1}	{'shower': 3, 'shower door': 2, 'door': 2}
2336102	2187885	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2336102_2187885_seed_ambiguous.png	[]	[(0.24848098, 'countertop'), (0.30211076, 'table')]	{'#occlusion': 2}	{'table': 4, 'counter': 1, 'countertop': 1}
2344883	2600217	headdress.n.01	hood	article of clothing	http://object-naming-amore.upf.edu//2344883_2600217_supercat_unique.png	[]	[(0.0478783, 'cabinet'), (0.20280224, 'ventilator'), (0.29656646, 'bar rack')]	{'#occlusion': 4}	{'ventilator': 1, 'bar rack': 1, 'canopy': 1, 'cabinet': 1}
2361045	784435	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2361045_784435_singleton_obj.png	[]	[]	{'#bbox': 1}	{'bird': 7}
2382912	1325060	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2382912_1325060_supercat_unique.png	['media shelves', 'shelves entertainment']	[(0.08637035, 'entertainment center'), (0.12656945, 'cat'), (0.15626234, 'shelf'), (0.2583249, 'media shelves')]	{}	{'shelf': 3, 'cabinet': 2, 'media shelves': 1, 'entertainment center': 1, 'cat': 1}
